A	506	2
A	510	1
C	511	7
B	513	4
D	515	16
A	515	4
C	515	7
B	519	3
A	521	3
A	525	3
B	527	6
C	527	9
D	530	13
A	531	1
B	533	2
A	537	2
B	539	8
A	541	3
B	545	8
C	545	9
A	546	1
A	551	4
B	552	8
D	554	8
C	555	7
A	557	2
B	558	3
A	561	5
A	566	2
B	566	4
D	570	17
A	570	2
C	571	10
B	574	6
A	575	1
C	580	7
A	581	5
B	581	3
A	587	5
B	589	3
A	592	1
D	594	14
C	596	7
A	597	5
B	597	2
A	603	1
B	605	7
C	606	11
A	607	2
D	609	10
A	611	3
B	611	8
C	614	6
A	617	4
C	618	9
B	618	8
A	621	2
C	622	12
D	623	16
A	625	4
B	625	5
C	626	9
A	629	3
B	632	7
C	633	8
A	633	5
A	637	2
B	638	3
A	641	5
D	643	9
B	644	6
A	647	1
C	651	10
B	652	8
A	653	1
A	658	4
B	659	6
C	660	7
D	662	16
A	663	1
B	665	2
A	667	1
A	671	1
B	671	6
C	675	8
D	677	14
A	677	2
B	678	2
A	683	3
B	684	4
C	685	7
A	687	5
D	692	15
B	692	7
A	693	1
C	696	9
A	698	3
B	700	6
A	703	3
C	705	6
B	707	4
A	709	2
D	710	13
B	713	2
A	714	1
C	716	6
B	719	5
A	720	5
A	724	5
B	727	5
A	728	4
C	732	12
D	734	10
A	734	3
B	735	8
A	740	3
B	742	5
A	744	2
C	747	10
B	749	5
D	750	11
A	750	5
A	755	2
B	757	7
C	757	11
A	759	5
B	763	2
D	764	9
A	765	1
B	770	7
A	770	4
C	773	7
A	774	4
B	778	8
A	780	2
D	784	16
C	785	9
A	786	2
B	786	7
A	792	2
B	792	6
A	798	5
B	799	7
A	802	3
C	803	11
B	806	3
D	808	9
A	808	2
B	812	4
A	813	3
A	818	3
B	820	3
C	821	10
A	822	4
D	826	13
A	826	4
B	828	7
A	830	5
B	834	2
A	834	1
C	834	12
A	839	1
B	842	3
A	844	3
D	845	15
A	850	1
B	850	6
C	850	10
A	854	2
B	856	4
C	857	6
A	859	4
A	863	2
B	864	4
D	866	13
A	868	3
B	870	6
A	874	5
C	874	8
B	876	3
A	880	1
D	881	17
B	883	7
C	884	11
A	884	4
A	888	1
B	890	7
A	892	1
C	895	12
B	897	7
D	898	10
A	898	3
C	901	10
A	903	4
B	903	4
A	908	3
C	909	8
B	910	2
A	912	5
B	916	2
A	916	4
D	919	17
A	920	4
B	923	2
A	924	1
C	925	12
A	930	5
B	931	5
A	934	1
B	937	4
A	940	3
D	942	7
C	943	9
A	944	4
B	945	5
A	948	1
C	950	6
A	952	2
B	952	5
A	957	4
B	960	5
A	963	1
D	965	12
C	966	10
A	967	4
B	967	4
A	973	2
B	975	7
C	976	7
A	978	5
B	981	8
A	984	5
D	985	11
C	985	9
B	988	4
A	990	5
A	995	3
B	995	6
C	1000	7
A	1001	2
B	1002	7
D	1004	13
A	1005	5
B	1009	7
A	1010	1
C	1011	6
A	1014	4
B	1016	3
A	1020	2
B	1022	3
A	1024	4
D	1025	7
C	1026	8
A	1028	5
B	1029	2
A	1032	2
B	1035	4
A	1038	5
B	1041	5
A	1042	4
C	1043	8
D	1045	15
A	1046	2
B	1047	4
A	1050	1
B	1055	5
A	1056	2
C	1056	11
B	1061	4
A	1062	4
D	1066	9
A	1066	2
B	1069	5
C	1069	8
A	1072	1
B	1075	3
A	1077	5
A	1083	4
B	1083	8
C	1087	9
A	1089	1
B	1089	8
D	1090	15
A	1095	4
B	1096	5
C	1096	10
A	1100	3
B	1104	8
D	1105	9
A	1105	1
C	1105	9
A	1109	1
B	1110	5
A	1114	2
B	1117	7
A	1118	2
C	1121	6
D	1124	8
A	1124	4
B	1125	3
A	1128	1
B	1133	4
A	1134	3
C	1135	6
C	1140	10
A	1140	3
B	1141	8
A	1146	2
D	1147	8
B	1147	6
C	1149	10
A	1152	1
B	1155	5
C	1157	6
A	1158	3
B	1162	3
A	1164	3
C	1165	7
D	1166	16
B	1168	5
A	1170	1
B	1174	7
C	1176	6
A	1176	3
A	1182	3
B	1182	5
A	1186	5
D	1190	12
B	1190	2
A	1192	4
C	1193	9
B	1197	7
A	1198	2
B	1204	2
A	1204	5
C	1207	12
D	1209	7
A	1209	5
B	1210	3
A	1214	5
B	1216	6
A	1219	2
C	1221	12
B	1223	4
A	1224	1
C	1228	10
A	1228	3
D	1230	15
B	1231	8
A	1232	2
C	1237	9
A	1237	3
B	1237	6
A	1241	5
B	1244	4
D	1246	15
A	1247	2
A	1251	2
B	1252	2
C	1255	9
A	1257	2
B	1259	4
A	1262	2
C	1265	9
B	1266	5
D	1268	11
A	1268	1
C	1270	11
A	1272	1
B	1274	5
A	1278	4
B	1281	5
A	1284	1
C	1285	12
A	1289	4
B	1289	5
D	1290	17
A	1294	4
B	1295	5
A	1299	3
C	1301	12
B	1301	5
A	1305	2
B	1309	5
A	1310	2
D	1313	9
C	1314	8
A	1316	1
B	1316	2
A	1320	2
B	1322	3
C	1322	8
A	1325	2
D	1328	10
B	1329	3
A	1330	5
C	1334	10
A	1334	2
B	1337	4
A	1338	1
B	1343	4
A	1343	2
C	1347	10
D	1348	8
B	1349	7
A	1349	4
A	1354	1
B	1355	4
A	1358	5
C	1362	7
B	1363	8
A	1364	3
C	1366	10
D	1367	8
A	1368	4
B	1369	5
A	1374	5
B	1375	4
C	1378	10
A	1380	5
B	1383	8
C	1383	6
A	1386	2
D	1389	13
B	1390	4
A	1390	2
A	1394	1
B	1396	3
C	1398	6
A	1399	2
B	1403	3
A	1403	4
D	1404	14
A	1407	5
B	1411	4
A	1412	4
C	1414	6
A	1417	1
B	1418	8
C	1420	9
D	1421	8
A	1423	5
B	1424	2
A	1429	5
C	1429	12
B	1430	7
A	1433	4
B	1436	3
A	1438	5
D	1441	17
A	1442	3
B	1444	2
C	1445	12
A	1446	5
A	1451	2
B	1452	4
C	1453	8
A	1455	4
B	1459	5
A	1461	1
C	1463	8
D	1465	13
A	1466	3
B	1466	5
C	1468	8
A	1470	2
B	1474	8
A	1475	1
C	1475	7
D	1479	13
A	1480	1
B	1482	4
A	1484	3
B	1489	8
A	1490	3
C	1491	9
D	1495	12
B	1496	6
A	1496	5
A	1500	1
B	1503	8
A	1504	5
C	1505	6
A	1508	5
B	1509	7
C	1511	11
A	1513	2
B	1515	7
D	1517	7
A	1519	5
B	1522	8
C	1522	11
A	1524	4
B	1528	7
A	1528	5
A	1534	3
B	1535	4
C	1535	8
A	1540	4
D	1541	17
B	1542	6
C	1542	7
A	1546	4
C	1546	9
B	1550	3
A	1552	2
D	1556	10
B	1557	4
C	1557	8
A	1558	2
B	1564	7
A	1564	4
A	1569	3
B	1571	6
C	1573	9
A	1573	1
D	1579	12
B	1579	7
A	1579	5
A	1583	5
B	1585	5
A	1587	3
C	1590	12
A	1592	1
B	1593	2
C	1596	6
A	1598	2
D	1599	14
B	1600	6
A	1602	1
B	1608	5
A	1608	2
A	1612	4
C	1614	10
B	1616	4
A	1617	5
D	1621	14
A	1623	4
B	1624	6
C	1628	6
A	1629	1
B	1632	6
C	1632	11
A	1635	3
D	1637	7
B	1638	7
C	1639	8
A	1641	1
C	1644	10
B	1645	8
A	1647	5
A	1651	1
B	1652	3
D	1653	16
C	1656	10
A	1656	3
B	1658	4
A	1660	2
A	1665	3
B	1666	7
C	1667	7
A	1670	1
B	1672	5
D	1676	12
A	1676	1
B	1678	2
A	1681	3
C	1684	12
A	1686	3
B	1686	3
A	1690	4
B	1693	4
A	1695	5
D	1698	8
A	1699	4
C	1700	7
B	1700	6
A	1705	3
B	1706	5
A	1709	3
B	1714	7
A	1714	2
C	1714	8
C	1718	11
A	1719	2
B	1721	3
D	1722	9
A	1724	1
A	1728	1
B	1729	8
A	1733	3
C	1736	12
B	1737	3
A	1738	3
D	1740	12
C	1742	11
B	1743	7
A	1744	5
B	1749	4
A	1749	4
C	1750	10
A	1755	2
B	1756	4
C	1758	10
A	1760	4
D	1764	17
B	1764	2
C	1764	9
A	1766	5
B	1771	5
A	1771	2
A	1777	2
B	1779	7
C	1779	7
A	1781	3
D	1784	7
B	1786	7
A	1786	5
C	1789	12
A	1792	1
B	1793	5
A	1796	5
B	1799	5
D	1801	11
A	1801	4
C	1802	6
B	1805	3
A	1807	2
A	1812	2
B	1813	8
C	1815	6
A	1817	2
B	1819	5
D	1822	10
A	1823	1
B	1826	7
A	1828	2
C	1828	10
B	1833	6
A	1834	4
A	1839	3
D	1841	7
B	1841	4
A	1843	4
C	1843	11
A	1847	5
B	1848	8
A	1851	5
C	1853	10
B	1854	2
A	1857	5
B	1860	6
A	1861	2
D	1865	16
A	1865	3
C	1865	10
B	1866	4
A	1870	1
B	1872	5
A	1875	4
C	1879	7
A	1879	3
B	1879	3
A	1883	5
B	1885	5
D	1886	17
A	1889	1
B	1891	4
A	1895	2
C	1895	8
B	1897	8
D	1901	12
A	1901	3
B	1905	3
A	1906	3
C	1908	8
B	1911	5
A	1912	5
C	1915	8
D	1916	15
A	1916	3
B	1918	4
A	1922	1
B	1924	7
C	1927	11
A	1927	1
A	1931	2
B	1932	5
D	1935	9
A	1937	1
B	1938	8
C	1943	9
A	1943	3
B	1944	8
A	1948	2
B	1950	5
A	1953	3
D	1955	11
B	1956	7
A	1957	5
C	1961	9
A	1962	4
B	1964	5
C	1965	12
A	1966	2
B	1972	7
A	1972	2
A	1976	2
D	1978	15
B	1980	2
A	1980	2
C	1983	12
A	1984	1
B	1987	3
C	1988	7
A	1988	1
B	1993	5
A	1993	3
D	1999	11
A	1999	2
B	2000	3
A	2003	2
C	2004	12
B	2006	7
C	2009	11
A	2009	4
B	2013	4
A	2013	5
A	2018	5
B	2021	2
C	2021	8
D	2022	7
A	2022	4
A	2026	1
C	2028	10
B	2029	4
A	2032	1
C	2036	11
B	2037	5
A	2038	5
A	2042	4
C	2044	10
B	2045	3
D	2046	13
A	2048	3
B	2052	6
A	2053	5
C	2056	9
A	2059	1
B	2060	7
A	2063	4
C	2063	11
D	2064	7
A	2067	3
B	2067	5
A	2072	3
B	2075	6
A	2076	5
A	2081	2
C	2081	12
B	2082	3
D	2083	14
A	2087	1
B	2089	8
A	2092	2
C	2093	12
B	2095	6
A	2097	4
C	2099	9
D	2100	15
A	2101	2
B	2101	8
C	2105	6
A	2107	5
B	2109	6
A	2112	1
B	2116	4
A	2117	1
D	2119	7
C	2119	6
A	2122	3
B	2124	6
A	2126	3
A	2131	4
B	2132	8
D	2134	14
A	2136	1
C	2137	6
A	2140	1
B	2140	6
A	2144	3
B	2146	2
A	2148	3
D	2151	11
C	2152	10
B	2152	6
A	2153	4
A	2157	2
B	2159	7
A	2161	1
D	2165	12
C	2166	12
A	2166	4
B	2167	5
A	2171	4
B	2173	7
C	2175	10
A	2176	5
C	2179	9
D	2181	10
A	2181	3
B	2181	5
C	2186	11
A	2187	1
B	2187	7
A	2192	4
B	2195	8
D	2197	9
C	2197	8
A	2198	1
B	2202	4
A	2202	1
C	2204	9
A	2208	5
B	2210	3
D	2212	11
A	2212	2
C	2214	6
B	2217	4
A	2217	2
C	2222	6
B	2223	7
A	2223	5
A	2228	5
B	2230	8
A	2232	5
D	2233	7
C	2236	8
B	2236	5
A	2237	1
C	2241	9
A	2242	1
B	2244	2
A	2248	5
B	2251	8
A	2252	1
C	2253	8
D	2257	9
C	2257	10
B	2257	6
A	2258	3
A	2262	3
B	2263	3
A	2268	4
B	2269	4
C	2269	10
A	2273	4
B	2276	5
C	2276	9
D	2278	12
A	2279	1
B	2283	3
A	2284	4
C	2284	9
A	2288	2
B	2289	2
C	2292	7
A	2294	1
B	2296	3
C	2297	10
D	2299	14
A	2300	1
A	2304	3
B	2304	4
A	2308	2
C	2310	12
B	2312	3
A	2314	2
A	2319	5
B	2320	7
C	2321	7
D	2322	10
A	2323	5
B	2326	7
A	2327	4
B	2332	5
A	2333	5
C	2335	6
A	2338	4
B	2340	7
D	2343	11
A	2344	1
B	2347	8
A	2350	3
C	2351	10
B	2354	5
A	2354	4
A	2360	4
B	2361	4
D	2362	17
C	2365	10
A	2366	3
B	2368	7
A	2370	4
C	2371	9
B	2374	4
A	2374	5
D	2378	9
B	2380	2
A	2380	2
A	2386	3
B	2386	3
C	2388	12
A	2392	5
B	2394	6
D	2396	15
C	2397	10
A	2397	5
B	2401	3
A	2401	2
A	2406	5
C	2409	10
B	2409	4
A	2412	5
C	2413	10
A	2416	5
B	2416	8
D	2420	12
C	2421	10
A	2422	5
B	2424	6
C	2425	10
A	2426	5
B	2431	2
A	2431	3
A	2436	5
B	2439	8
A	2441	4
C	2441	12
D	2444	12
B	2447	7
A	2447	1
A	2452	5
B	2453	6
A	2456	2
C	2457	10
B	2461	3
A	2462	4
D	2466	12
C	2467	8
A	2467	1
B	2468	4
A	2471	3
B	2474	2
A	2476	2
B	2481	3
A	2482	2
C	2485	7
A	2487	4
D	2488	12
B	2489	3
A	2492	2
B	2495	4
C	2496	10
A	2496	1
A	2500	4
B	2503	2
A	2504	1
D	2510	14
A	2510	5
B	2511	2
C	2513	8
A	2514	3
B	2517	8
A	2518	1
A	2522	5
B	2524	2
A	2526	5
B	2530	3
C	2531	10
D	2532	14
A	2532	3
B	2536	5
A	2537	2
A	2541	3
B	2543	7
C	2543	12
A	2546	2
D	2547	7
A	2550	2
B	2551	4
A	2555	2
C	2555	10
B	2557	5
D	2561	13
A	2561	5
C	2562	7
B	2564	5
A	2567	5
B	2571	8
A	2572	1
C	2573	7
B	2577	3
A	2577	2
C	2577	10
A	2581	1
D	2582	11
B	2583	7
A	2587	4
B	2591	3
A	2592	4
C	2593	12
B	2598	6
A	2598	3
C	2599	9
D	2603	14
A	2604	5
B	2605	4
C	2607	8
A	2608	4
B	2611	3
C	2612	11
A	2613	5
A	2617	5
B	2617	2
D	2623	16
A	2623	3
B	2624	7
C	2627	10
A	2627	5
B	2630	4
A	2631	2
A	2636	4
B	2638	3
A	2640	5
C	2642	6
D	2643	8
B	2646	8
A	2646	1
A	2650	1
A	2654	4
B	2654	7
D	2657	17
A	2659	5
C	2660	10
B	2660	2
A	2663	2
B	2668	4
A	2669	2
C	2669	8
A	2674	1
B	2674	2
D	2675	15
A	2679	1
C	2679	6
B	2680	6
A	2685	5
B	2687	8
A	2689	2
D	2690	9
A	2694	1
B	2695	3
C	2695	12
A	2700	2
B	2703	7
C	2704	12
A	2706	5
A	2710	1
B	2711	7
D	2713	17
A	2715	1
C	2717	10
B	2718	3
A	2721	4
B	2724	2
A	2725	2
A	2729	4
B	2730	8
D	2731	17
C	2732	7
A	2734	3
B	2736	2
C	2737	9
A	2740	3
A	2744	5
B	2744	6
C	2749	12
A	2750	2
D	2752	9
B	2752	7
C	2753	7
A	2754	2
A	2759	2
B	2760	6
A	2765	4
B	2767	4
C	2768	12
A	2769	3
D	2773	10
B	2774	6
A	2774	2
A	2779	2
C	2780	9
B	2782	3
A	2783	3
C	2787	9
D	2788	8
B	2788	8
A	2789	4
A	2793	1
B	2794	6
A	2798	4
C	2799	9
B	2802	5
A	2803	4
C	2803	10
A	2809	1
B	2809	5
D	2810	7
C	2811	12
A	2814	4
B	2815	2
A	2818	4
B	2821	3
A	2822	5
D	2825	16
A	2827	4
C	2827	11
B	2828	4
A	2832	1
B	2836	8
A	2836	5
C	2840	12
A	2841	4
B	2842	7
D	2843	16
A	2846	4
C	2846	11
B	2850	3
A	2851	2
B	2856	5
A	2857	2
C	2861	7
A	2861	5
B	2862	5
D	2864	11
A	2867	3
B	2870	7
A	2871	3
C	2875	11
B	2876	5
A	2876	5
A	2880	1
B	2882	3
D	2885	17
A	2886	3
B	2888	5
A	2891	4
C	2891	6
B	2896	6
A	2897	1
A	2903	3
B	2904	5
C	2904	10
D	2906	11
A	2907	4
B	2911	8
A	2912	4
B	2917	8
A	2917	4
C	2920	6
A	2922	3
B	2923	2
D	2925	12
A	2927	5
B	2930	3
A	2932	2
B	2936	7
A	2937	5
C	2938	10
D	2942	16
A	2942	3
B	2943	3
A	2947	2
C	2948	6
B	2949	3
A	2952	2
D	2956	15
C	2957	9
B	2957	8
A	2958	5
C	2963	8
A	2964	1
B	2964	8
A	2970	2
B	2971	7
C	2972	11
D	2975	15
A	2976	3
B	2977	2
A	2982	3
C	2983	8
B	2985	3
A	2986	2
C	2987	8
B	2991	7
A	2992	4
A	2997	5
D	2998	7
B	2998	5
C	2999	9
A	3002	4
B	3004	3
A	3008	3
C	3010	7
B	3012	2
A	3014	5
D	3018	9
B	3018	5
C	3019	8
A	3019	5
C	3023	10
A	3023	2
B	3025	2
A	3029	5
B	3033	8
D	3034	7
A	3035	3
A	3041	1
B	3041	2
C	3041	6
A	3045	1
C	3046	11
A	3049	2
B	3049	8
A	3054	1
B	3055	6
C	3055	8
D	3058	12
A	3058	5
C	3059	8
B	3063	8
A	3064	4
A	3069	4
B	3071	3
D	3074	9
A	3074	4
C	3077	10
B	3078	3
A	3080	4
B	3084	2
A	3085	2
A	3090	5
C	3090	8
B	3092	3
D	3095	12
A	3095	5
A	3099	3
B	3100	5
A	3105	1
B	3106	6
C	3108	9
A	3109	3
D	3113	9
B	3114	6
A	3115	3
B	3120	7
A	3120	4
C	3123	12
A	3125	2
D	3127	12
B	3128	3
A	3129	1
C	3131	10
A	3134	4
B	3135	8
C	3139	8
A	3140	4
D	3141	14
B	3141	8
A	3144	4
C	3145	11
B	3148	5
A	3149	4
C	3151	11
A	3153	2
B	3154	8
D	3159	11
A	3159	2
B	3162	6
A	3165	1
B	3168	4
C	3169	6
A	3171	2
B	3175	2
D	3176	14
A	3177	2
C	3177	10
A	3181	5
B	3183	3
C	3183	6
A	3187	2
B	3189	6
C	3190	11
A	3192	2
B	3195	5
A	3197	4
D	3199	8
B	3201	6
A	3203	4
C	3206	7
B	3208	3
A	3208	2
A	3214	3
B	3214	6
A	3219	2
B	3222	4
D	3223	8
C	3224	9
A	3224	4
B	3228	3
A	3228	1
C	3228	10
B	3234	3
A	3234	4
C	3238	6
A	3239	5
D	3240	8
B	3240	5
C	3244	6
A	3245	4
B	3246	6
A	3249	3
B	3252	3
D	3254	11
A	3255	4
C	3258	7
A	3260	1
B	3260	8
A	3264	1
B	3268	7
D	3269	14
C	3269	11
A	3270	3
A	3276	5
B	3276	2
C	3278	6
A	3282	1
B	3282	3
C	3287	10
A	3288	4
D	3290	17
B	3290	3
A	3294	5
B	3297	5
A	3299	4
C	3303	9
B	3303	2
A	3303	1
D	3304	17
A	3309	1
C	3311	12
B	3311	2
A	3313	3
B	3317	2
A	3318	3
C	3322	6
B	3323	7
A	3323	5
D	3325	8
A	3329	1
B	3330	7
A	3333	1
B	3337	8
A	3337	5
C	3339	9
D	3341	7
A	3343	4
C	3343	9
B	3344	8
A	3349	4
B	3350	4
A	3354	3
D	3356	11
B	3356	4
C	3359	12
A	3360	1
B	3363	7
A	3365	1
B	3369	8
D	3370	10
A	3370	3
A	3374	5
C	3375	6
B	3375	3
A	3380	2
B	3382	8
A	3385	2
D	3388	14
B	3388	8
C	3390	6
A	3391	1
B	3396	3
A	3396	3
B	3402	3
A	3402	1
D	3404	10
C	3408	12
A	3408	1
B	3409	5
A	3413	3
B	3417	8
A	3418	4
A	3422	2
D	3424	12
C	3424	11
B	3425	5
A	3427	1
C	3430	12
B	3433	6
A	3433	3
A	3437	4
D	3441	7
B	3441	8
A	3441	2
A	3446	5
C	3448	6
B	3449	6
A	3452	1
B	3457	6
A	3458	3
A	3463	1
D	3465	9
B	3465	5
C	3466	7
A	3468	2
C	3471	10
A	3472	5
B	3472	3
A	3477	3
B	3478	7
A	3481	4
D	3485	14
B	3485	5
A	3487	5
C	3488	12
B	3492	6
A	3492	1
A	3496	1
B	3499	4
A	3501	3
C	3504	9
A	3505	2
D	3506	14
B	3507	5
A	3511	4
B	3514	6
C	3514	6
A	3517	3
C	3520	10
B	3522	6
A	3522	2
D	3524	17
A	3528	1
B	3528	4
C	3530	6
A	3534	2
C	3535	10
B	3535	5
A	3539	1
B	3541	8
D	3543	15
A	3544	3
B	3547	8
C	3547	10
A	3550	5
B	3553	8
A	3554	2
A	3559	1
B	3561	3
A	3564	4
C	3564	11
D	3567	11
B	3568	3
A	3570	1
A	3576	2
B	3576	2
C	3577	8
A	3581	2
D	3583	15
C	3583	6
B	3584	3
A	3587	4
C	3588	8
A	3591	3
B	3592	2
A	3595	4
B	3599	2
C	3600	12
D	3601	13
A	3601	4
B	3607	4
A	3607	1
C	3607	7
C	3613	8
A	3613	2
B	3615	4
D	3617	10
A	3618	5
C	3620	10
B	3623	3
A	3624	5
A	3628	4
B	3631	8
A	3632	2
D	3634	8
A	3637	3
C	3638	7
B	3639	6
A	3643	4
C	3645	10
B	3645	4
A	3647	3
A	3651	5
B	3651	8
A	3657	5
B	3657	7
D	3658	15
C	3662	8
A	3662	1
B	3664	5
C	3666	10
A	3667	2
B	3672	4
C	3673	11
A	3673	1
A	3677	3
C	3678	10
B	3679	5
D	3680	17
A	3681	2
A	3685	2
B	3686	3
C	3686	6
A	3690	1
B	3694	2
C	3695	11
A	3695	5
B	3700	4
A	3701	1
D	3704	12
C	3704	7
A	3706	1
B	3707	7
A	3711	5
B	3715	7
C	3715	10
A	3716	2
A	3721	5
B	3723	6
D	3724	17
A	3726	5
B	3730	8
C	3730	8
A	3732	1
B	3736	7
A	3737	5
D	3739	12
B	3743	8
A	3743	3
C	3745	8
A	3747	2
C	3749	11
B	3750	4
A	3752	1
D	3755	15
B	3756	2
A	3757	3
A	3763	3
B	3764	5
C	3765	11
A	3769	2
B	3770	8
D	3772	14
A	3774	1
C	3774	7
B	3777	7
A	3780	2
B	3783	2
A	3786	1
B	3789	6
C	3790	12
A	3791	4
D	3793	7
B	3795	2
A	3795	2
C	3796	6
A	3801	3
C	3802	11
B	3802	8
A	3807	2
D	3808	11
B	3808	6
A	3812	1
B	3814	8
A	3818	1
C	3819	12
B	3822	5
A	3824	2
D	3825	11
A	3829	5
C	3830	11
B	3830	6
A	3833	1
C	3834	10
B	3837	2
A	3837	4
A	3843	4
B	3845	8
D	3847	12
A	3847	2
C	3850	9
A	3851	4
B	3853	4
A	3857	5
B	3859	3
A	3862	3
C	3864	11
D	3867	11
B	3867	5
A	3868	3
A	3872	1
B	3875	8
A	3877	5
C	3879	9
B	3881	8
A	3881	2
D	3886	10
A	3886	1
C	3887	12
B	3889	3
A	3891	2
B	3895	3
A	3897	2
B	3901	3
A	3903	1
C	3904	12
D	3905	15
A	3908	4
B	3909	3
A	3914	2
C	3916	9
B	3917	7
A	3919	5
D	3920	7
C	3920	11
B	3923	6
A	3923	4
A	3927	3
B	3931	8
A	3931	1
A	3936	3
C	3937	11
B	3939	6
A	3940	3
D	3942	10
C	3944	9
A	3944	3
B	3946	7
A	3950	4
B	3952	4
C	3952	8
A	3955	5
D	3956	7
B	3958	4
A	3959	2
C	3961	11
A	3965	4
B	3966	8
C	3968	11
A	3970	1
B	3972	3
C	3974	10
A	3976	3
D	3979	11
B	3979	6
A	3981	4
A	3985	5
B	3987	2
A	3990	1
C	3992	8
D	3994	14
B	3994	6
A	3994	1
C	3999	8
A	3999	3
B	4002	4
A	4004	5
B	4010	4
A	4010	5
C	4011	12
D	4016	8
B	4016	6
A	4016	3
B	4022	7
A	4022	1
C	4026	11
B	4028	6
A	4028	3
A	4033	5
D	4034	17
B	4035	3
C	4037	8
A	4037	5
B	4041	2
A	4042	3
A	4046	5
C	4047	10
B	4048	4
D	4052	9
A	4052	2
B	4056	3
A	4057	5
A	4062	5
B	4063	7
C	4064	11
D	4066	14
A	4067	4
C	4070	10
B	4071	6
A	4072	4
B	4078	4
A	4078	4
C	4083	10
A	4084	1
B	4085	4
D	4088	11
C	4088	9
A	4089	3
B	4093	2
A	4095	2
C	4096	9
A	4100	2
B	4100	2
D	4106	13
A	4106	5
B	4107	3
A	4110	3
A	4114	2
C	4114	11
B	4115	3
A	4120	2
C	4122	8
B	4122	2
D	4124	15
A	4125	4
C	4129	11
B	4129	6
A	4130	1
B	4136	5
A	4136	5
A	4140	3
B	4144	2
A	4144	2
D	4147	11
C	4147	7
A	4148	2
B	4150	5
A	4154	1
C	4155	9
B	4158	2
A	4159	2
A	4164	4
B	4164	4
A	4168	2
C	4169	6
B	4170	4
D	4171	16
A	4172	3
A	4177	2
B	4178	7
C	4180	10
A	4182	2
B	4184	2
A	4187	5
D	4189	9
A	4192	3
B	4192	6
C	4197	11
A	4198	2
B	4199	8
C	4202	9
A	4204	3
D	4206	16
B	4207	3
C	4208	6
A	4209	5
B	4215	4
A	4215	1
C	4216	8
A	4220	4
B	4221	6
C	4221	7
C	4225	10
A	4226	5
D	4228	8
B	4229	7
A	4232	3
B	4235	2
A	4237	1
C	4238	8
A	4241	1
B	4242	6
D	4247	16
A	4247	3
B	4249	7
A	4252	5
B	4256	3
C	4256	12
A	4257	5
